1.650993566256032944e+09, 2.019999999999999929e+01
1.650993567133146524e+09, 2.019999999999999929e+01
1.650993568010323763e+09, 2.010000000000000142e+01
1.650993569556214094e+09, 2.010000000000000142e+01
1.650993570433305264e+09, 2.019999999999999929e+01
1.650993571310441494e+09, 2.010000000000000142e+01
1.650993572187591076e+09, 2.019999999999999929e+01
1.650993573064747810e+09, 2.010000000000000142e+01
1.650993573942049742e+09, 2.010000000000000142e+01
1.650993574820084810e+09, 2.010000000000000142e+01
1.650993575698188782e+09, 2.000000000000000000e+01
1.650993576576900244e+09, 2.000000000000000000e+01
1.650993577455473661e+09, 2.000000000000000000e+01
1.650993578334204674e+09, 1.980000000000000071e+01
1.650993579213662386e+09, 1.950000000000000000e+01
1.650993580090948343e+09, 1.910000000000000142e+01
1.650993580968477488e+09, 1.880000000000000071e+01
1.650993581845742226e+09, 1.869999999999999929e+01
1.650993582722925425e+09, 1.860000000000000142e+01
1.650993583602252722e+09, 1.850000000000000000e+01
1.650993584480237722e+09, 1.800000000000000000e+01
1.650993585358918905e+09, 1.730000000000000071e+01
1.650993586237604380e+09, 1.719999999999999929e+01
1.650993587116137743e+09, 1.710000000000000142e+01
1.650993587994742155e+09, 1.689999999999999858e+01
1.650993588873591661e+09, 1.639999999999999858e+01
1.650993589752392530e+09, 1.580000000000000071e+01
1.650993590630947113e+09, 1.559999999999999964e+01
1.650993591509459972e+09, 1.530000000000000071e+01
1.650993592388128519e+09, 1.450000000000000000e+01
1.650993593266721964e+09, 1.450000000000000000e+01
1.650993594145305395e+09, 1.430000000000000071e+01
1.650993595024068356e+09, 1.390000000000000036e+01
1.650993595902639389e+09, 1.319999999999999929e+01
1.650993596781210184e+09, 1.309999999999999964e+01
1.650993597659022093e+09, 1.300000000000000000e+01
1.650993598537911415e+09, 1.259999999999999964e+01
1.650993599416259527e+09, 1.169999999999999929e+01
1.650993600294764042e+09, 1.159999999999999964e+01
1.650993601173333645e+09, 1.159999999999999964e+01
1.650993602052744150e+09, 1.150000000000000000e+01
1.650993602930245161e+09, 1.109999999999999964e+01
1.650993603807529211e+09, 1.009999999999999964e+01
1.650993604684767962e+09, 1.009999999999999964e+01
1.650993605562023640e+09, 9.900000000000000355e+00
