1.650750194277905226e+09, 2.019999999999999929e+01
1.650750195154982805e+09, 2.019999999999999929e+01
1.650750196032061577e+09, 2.019999999999999929e+01
1.650750196909378290e+09, 2.019999999999999929e+01
1.650750197786540508e+09, 2.019999999999999929e+01
1.650750198663675308e+09, 2.019999999999999929e+01
1.650750199540751457e+09, 2.019999999999999929e+01
1.650750200417764664e+09, 2.019999999999999929e+01
1.650750201294726610e+09, 2.019999999999999929e+01
1.650750202171904087e+09, 2.019999999999999929e+01
1.650750203049032688e+09, 2.010000000000000142e+01
1.650750203926094294e+09, 2.010000000000000142e+01
1.650750204803156376e+09, 2.000000000000000000e+01
1.650750205680460215e+09, 1.989999999999999858e+01
1.650750206559118986e+09, 1.960000000000000142e+01
1.650750207437951565e+09, 1.930000000000000071e+01
1.650750208316458941e+09, 1.910000000000000142e+01
1.650750209194554567e+09, 1.900000000000000000e+01
1.650750210073098183e+09, 1.839999999999999858e+01
1.650750210950368404e+09, 1.839999999999999858e+01
1.650750211828862429e+09, 1.819999999999999929e+01
1.650750212707575798e+09, 1.800000000000000000e+01
1.650750213586379290e+09, 1.739999999999999858e+01
1.650750214465444565e+09, 1.730000000000000071e+01
1.650750215344093800e+09, 1.710000000000000142e+01
1.650750216221280098e+09, 1.680000000000000071e+01
1.650750217098284245e+09, 1.639999999999999858e+01
1.650750217975730419e+09, 1.619999999999999929e+01
1.650750218853042364e+09, 1.600000000000000000e+01
1.650750219731752157e+09, 1.550000000000000000e+01
1.650750220610164404e+09, 1.540000000000000036e+01
1.650750221488181591e+09, 1.509999999999999964e+01
1.650750222366639614e+09, 1.459999999999999964e+01
1.650750223245238304e+09, 1.450000000000000000e+01
1.650750224123245239e+09, 1.440000000000000036e+01
1.650750225000548363e+09, 1.400000000000000000e+01
1.650750225877712011e+09, 1.359999999999999964e+01
1.650750226754894257e+09, 1.359999999999999964e+01
1.650750227632276297e+09, 1.350000000000000000e+01
1.650750228510903835e+09, 1.330000000000000071e+01
1.650750229389433384e+09, 1.259999999999999964e+01
1.650750230268302679e+09, 1.240000000000000036e+01
1.650750231146990538e+09, 1.219999999999999929e+01
1.650750232025502920e+09, 1.200000000000000000e+01
1.650750232904183626e+09, 1.150000000000000000e+01
1.650750233782892466e+09, 1.140000000000000036e+01
1.650750234661228895e+09, 1.130000000000000071e+01
1.650750235539504290e+09, 1.119999999999999929e+01
1.650750236418194294e+09, 1.069999999999999929e+01
1.650750237296772718e+09, 1.019999999999999929e+01
1.650750238175498962e+09, 1.009999999999999964e+01
1.650750239053769588e+09, 1.000000000000000000e+01
1.650750239931744099e+09, 9.900000000000000355e+00
1.650750240809120178e+09, 9.500000000000000000e+00
1.650750241686532259e+09, 9.000000000000000000e+00
